"codice";"descrizione";"prezzo";"punti"
"8000430070880";GALBANONE FETTE Gr140T.A.GALB;2.49;0.12450000000000000000
"8000430070897";GALBANONE FETTE AFF.Gr140T.A.;2.49;0.12450000000000000000
"8000430131819";MOZZ.S.LUCIA Gr100LIGHT GALB.;1.69;0.08450000000000000000
"8000430133103";MOZZ.S.LUCIA Gr100x3LIGHT GA.;4.19;0.20950000000000000000
"8000430133189";MOZZ.S.LUCIA Gr100S.LATTOSIO;1.79;0.08950000000000000000
"8000430133387";MOZZ.BUFALA Gr180VALLELATA .;3.39;0.16950000000000000000
"8000430133455";MOZZ.Gr25x8VALLELATA GALBANI.;3.39;0.16950000000000000000
"8000430134537";MOZZ.S.LUCIA Gr100FLASH GALB.;1.55;0.07750000000000000000
"8000430134681";MOZZ.Gr100BIO VALLELATA GALBA;1.99;0.09950000000000000000
"8000430134797";MOZZ.S.LUCIA Gr100x3S/LATT.GA;4.19;0.20950000000000000000
"8000430135329";MOZZ.S.LUCIA Gr100x3FLASH GA.;3.79;0.18950000000000000000
"8000430138627";MOZZ.BUFALA DOP CIUF.Gr200VAL;3.99;0.19950000000000000000
"8000430138641";MOZZ.CIUFFO VALLELATA Gr180;2.29;0.11450000000000000000
"8000430139020";MOZZ.PANET.Gr400S.LUCIA GALB.;4.69;0.23450000000000000000
"8000430139075";MOZARI'Gr100X3INVERNIZZI    .;3.49;0.17450000000000000000
"8000430139174";MOZZ.PAN.BUFALINA GR.250S.LUC;3.89;0.19450000000000000000
"8000430139181";MOZZ.CIL.BUF.DOP GR.150S.LUCI;2.99;0.14950000000000000000
"8000430139372";MOZZ.PAN.S.LATTOS.GR.250S.LUC;3.69;0.18450000000000000000
"8000430139389";MOZZ.Gr100x3VALLELATA GALBANI;4.39;0.21950000000000000000
"8000430139426";MOZZAR.BUFALA GR.125x2S.LUCIA;4.89;0.24450000000000000000
"8000430139440";MOZZ.JULIENNE S.LUCIA Gr150;2.39;0.11950000000000000000
"8000430139518";MOZZ.S.LUCIA CILIEGIE Gr150GA;2.29;0.11450000000000000000
"8000430139716";MOZZ.TRECCIA GR.200VALLELATA;3.39;0.16950000000000000000
"8000430156461";BURRATA GR.125VALLELATA GALB.;2.59;0.12950000000000000000
"8000430166040";ROBIOLA GR.90x2VALLELATA;3.09;0.15450000000000000000
"8000430171013";MASCARPONE Gr500GALBANI     .;6.69;0.33450000000000000000
"8000430172010";MASCARPONE Gr250GALBANI     .;3.89;0.19450000000000000000
"8000430194159";RICOTTA Gr90x2LIGHT S.LUCIA G;1.99;0.09950000000000000000
"8000430194203";CUOR DI RICOTTA GR.230VALLELA;2.19;0.10950000000000000000
"8000430194227";RICOTTA Gr250S.LUCIA GALBANI.;2.39;0.11950000000000000000
"8000430194234";RICOTTA S.LATTOS.Gr230S.LUCIA;2.29;0.11450000000000000000
"8000430194241";RICOTTA Gr280VALLEL.CESTELLO;2.79;0.13950000000000000000
"8000430194265";RICOTTA Gr250VALLELATA GALBA.;2.39;0.11950000000000000000
"8000430197419";RICOTTA Gr100x2VALLELATA;2.39;0.11950000000000000000
"8000430215717";GALBI BONTA'Gr110x2CACAO    .;1.75;0.08750000000000000000
"8000430240108";FORMAGGINI x8Gr175BEL PAESE;1.99;0.09950000000000000000
"8000430240122";FORMAGG.x8GR140B.PAESE S.LAT;1.79;0.08950000000000000000
"8000430264517";FIOR DI FETTE Gr200GALBANI  .;2.09;0.10450000000000000000
"8000430270334";BURRO Gr125GALBANI          .;2.69;0.13450000000000000000
"8000430270341";BURRO Gr250GALBANI          .;4.59;0.22950000000000000000
"8000430395785";FORM.GRATT.GR.90GRANGUSTO GAL;1.79;0.08950000000000000000
"8000430450026";LATTE P.S.Ml500DI CAPRA LOCAT;2.79;0.13950000000000000000
"8000430480009";FETA DOP GR.200SALAKIS;4.29;0.21450000000000000000
"8000430583212";MORTADELLA Gr430GALBANI     .;3.19;0.15950000000000000000
"8000430611229";SALAME GALBANETTO Gr190FLOWPA;3.29;0.16450000000000000000
"8000430611373";SALAME GALBANETTO NAPOLIGr190;2.99;0.14950000000000000000
"8000430611458";SALAMINI GR.90GALBANETTO;2.39;0.11950000000000000000
"8000430680256";PROSC.CR.S.DANIELE DOP GR.90TA;5.29;0.26450000000000000000
"8000430680430";PROSC.FET.GOLOSA Gr100GALBANI;2.69;0.13450000000000000000
"8000430680553";PANC.CUB.DOLCE GR.75x2GALBANI;2.59;0.12950000000000000000
"8000430680560";PANC.CUB.AFFUM.GR.75x2GALBANI;2.59;0.12950000000000000000
"8000430683486";SALAME GR.60GALB.NAPOLI AFFET;1.89;0.09450000000000000000
"8000430683493";SALAME GR.60GALB.MAGRETTO AFF;1.89;0.09450000000000000000
"8000430683509";SALAME GR.60GALB.TRADIZ.AFFET;1.99;0.09950000000000000000
"8000430683578";MORT.FETTE Gr80AUGUSTISSIMA G;1.39;0.06950000000000000000
"8000430683585";SALAME NAPOLI FETTE GR.80GALB;2.19;0.10950000000000000000
"8000430683677";PROSC.CRUDO GR.100GALBAN;3.59;0.17950000000000000000
"8000440112365";VODKA SECCA Cl70KEGLEVICH   .;9.29;0.46450000000000000000
"8000440112389";VODKA PESCA Cl70KEGLEVICH   .;9.29;0.46450000000000000000
"8000440112440";VODKA FRAGOLA Cl70KEGLEVICH .;9.29;0.46450000000000000000
"8000440112594";BRANDY cl70STOCK ORIGINAL   .;12.19;0.60950000000000000000
"8000440112815";LIMONCE'cl50.;7.49;0.37450000000000000000
"8000440112839";BRANDY cl70STOCK84XO;15.79;0.78950000000000000000
"8000440112853";SAMBUCA cl50STOCK;7.99;0.39950000000000000000
"8000440113096";MARASCHINO STOCK cl70;11.99;0.59950000000000000000
"8000440179504";GRAPPA JULIA INVECC.Cl70STOCK;12.19;0.60950000000000000000
"8000440373827";GRAPPA JULIA MORB.Cl70STOCK;9.89;0.49450000000000000000
"8000440374930";CREMA DI LIMONCE'Cl50;9.19;0.45950000000000000000
"8000441300761";BROCCOLI ROSETTE Gr600IGELA;1.79;0.08950000000000000000
"8000454900002";PREP.xPANE S/G Gr500M.DIEGO;1.89;0.09450000000000000000
"8000454900019";PREP.xPIZZ&FOC.S/G Gr500M.DIE;1.89;0.09450000000000000000
"8000454900026";PREP.xDOLCI S/G Gr500M.DIEGO;1.99;0.09950000000000000000
"8000454900033";FARINA S/G GR.SARAC.Gr500M.DI;1.79;0.08950000000000000000
"8000500002407";PRESTIGE T28Gr330FERRERO   .;11.79;0.58950000000000000000
"8000500003787";ROCHER PRAL.T16Gr200;5.89;0.29450000000000000000
"8000500005187";PRESTIGE T21CARTIER Gr247FE.;9.39;0.46950000000000000000
"8000500008003";KINDER PANECIOC Gr290T10.;3.19;0.15950000000000000000
"8000500009673";ROCHER PRAL.x24BASE DIAMANTE.;9.39;0.46950000000000000000
"8000500011485";KINDER CHOCO FRESH T5#    .;1.99;0.09950000000000000000
"8000500012338";CIOCC.KINDER SORP.T6Gr120IMB;6.49;0.32450000000000000000
"8000500024591";KINDER JOY T3Gr60AS/C FERRER;3.65;0.18250000000000000000
"8000500026731";CIOCC.KINDER SORP.T3Gr60.;3.25;0.16250000000000000000
"8000500031124";KINDER COL.PIU'x10Gr290.;2.99;0.14950000000000000000
"8000500036648";BRIOSS CILIEGIA x10Gr280FER.;2.09;0.10450000000000000000
"8000500037058";BRIOSS ALBICOCCA x10Gr280FE.;2.09;0.10450000000000000000
"8000500038819";CIOCC.K.BUENO WHI.T3Gr43;2.29;0.11450000000000000000
"8000500042793";CIOCC.KINDER BARRET.T8Gr100.;1.65;0.08250000000000000000
"8000500047156";KINDER BRIOSS x10Gr270.;2.99;0.14950000000000000000
"8000500062654";KINDER FETTA A LATTE T5Gr140#;1.99;0.09950000000000000000
"8000500094976";ROCHER CONO T17Gr212FERRERO.;8.25;0.41250000000000000000
"8000500119730";KINDER PINGUI'COCCO T4Gr120#.;1.99;0.09950000000000000000
"8000500122990";SACCO NATALE HAPPY SNACK Gr29.;8.99;0.44950000000000000000
"8000500123058";CALZA BEFANA HAPPY SNACK T10;9.79;0.48950000000000000000
"8000500131329";NUTELLA Kg3FERRERO*;19.10;0.95500000000000000000
"8000500143704";PRESTIGE T39Gr319FERRERO;13.99;0.69950000000000000000
"8000500144862";CARAM.TIC TAC FRAGOLAGr49T10.;1.99;0.09950000000000000000
"8000500151457";KINDER FIG.CAVA BABBO NAT.Gr75;3.69;0.18450000000000000000
"8000500153383";CARAM.TIC TAC MENTA T200.;2.99;0.14950000000000000000
"8000500153475";CARAM.TIC TAC ARANCIA T200.;2.99;0.14950000000000000000
"8000500154502";CIOCC.KINDER CEREALI T10Gr23.;3.99;0.19950000000000000000
"8000500158951";ROCHER COLLECTION T24Gr260;10.29;0.51450000000000000000
"8000500164297";CIOCC.DUPLO T7Gr182.;3.35;0.16750000000000000000
"8000500178652";ROCHER COLLECTION T15SC.Gr172;6.99;0.34950000000000000000
"8000500189122";CIOCC.KINDER MINI C.T20GR.120;2.25;0.11250000000000000000
"8000500205051";CIOCC.TRONKY NOCCIOLA T5FERR.;2.15;0.10750000000000000000
"8000500217078";BISC.NUTE.B-READY T10FERRE;3.10;0.15500000000000000000
"8000500219614";KINDER COL.PIU'INTEG.x10Gr300;3.19;0.15950000000000000000
"8000500222263";POCKET COFFEE T(5x2)FERRERO;3.10;0.15500000000000000000
"8000500222270";POCKET COFFEE DEC.T(5x2)FERRER;2.99;0.14950000000000000000
"8000500222331";POCKET COFFEE ESP/DEC T18FERR;4.99;0.24950000000000000000
"8000500222706";CIOCC.KINDER SORP.IMB.T3Gr60;2.79;0.13950000000000000000
"8000500227848";BISC.NUTE.B-READY T6X16;2.15;0.10750000000000000000
"8000500238912";CIOCC.KINDER CEREALI T2Gr.47;1.05;0.05250000000000000000
"8000500239872";KINDER BRIOSS LATTE/CACAO T10.;3.19;0.15950000000000000000
"8000500242131";KINDER CIOCC.CAL.AVV Gr127;4.59;0.22950000000000000000
"8000500248744";FIESTA CURACAO x10Gr360;3.18;0.15900000000000000000
"8000500264850";BISC.NUTE.B-READY T254g;1.10;0.05500000000000000000
"8000500267103";KINDER DELICE CACAO x10Gr390;3.18;0.15900000000000000000
"8000500267363";THE ESTATHE'LT1,5LIMONE ZERO;2.19;0.10950000000000000000
"8000500267370";THE ESTATHE'LT1,5PESCA ZERO;2.19;0.10950000000000000000
"8000500269169";KINDER CARDS LAT/CAC(T2x5)FERR;1.99;0.09950000000000000000
"8000500293508";CIOCC.KINDER LOVE Gr37;1.05;0.05250000000000000000
"8000500301609";NUT&GO T2x8NEW WEIGHT GR96;2.99;0.14950000000000000000
"8000500305461";CARAM.TIC TAC FRUIT/AGR.MIX10;1.99;0.09950000000000000000
"8000500310397";NUTELLA BISCUITS166g FERRERO;1.99;0.09950000000000000000
"8000500310427";NUTELLA BISCUITS304G FERRERO;2.99;0.14950000000000000000
"8000500316931";COLLECTION T25Gr271CAL.AVV.F;11.99;0.59950000000000000000
"8000500327289";CARAM.TIC TAC CK+WRED T100COL;2.05;0.10250000000000000000
"8000500329474";BISC.CEREALE'CIOCC.FOND GR.200;2.49;0.12450000000000000000
"8000500329481";BISC.CEREALE'NOCCIOLA GR.200;2.39;0.11950000000000000000
"8000500347843";THE ESTATHE'VERDE BIO LT1FERR;1.99;0.09950000000000000000
"8000500347935";THE ESTATHE'LIM/ZENZ.LT1INFUS;1.89;0.09450000000000000000
"8000500347966";THE ESTATHE'MEN/LIM.LT1INFUSI;1.99;0.09950000000000000000
"8000500350768";FIG.C/SORPR.CUORE53g KINDER;3.09;0.15450000000000000000
"8000500351246";KINDER MINI CIOCC.T17NATALE;7.79;0.38950000000000000000
"8000500357347";KINDER PLUMCAKE YOGURT T6G192;1.65;0.08250000000000000000
"8000500359488";CIOCC.LATTE NOCC.90g ROCHER;1.99;0.09950000000000000000
"8000500359815";CIOCC.FONDEN.NOCC.90g ROCHER;2.09;0.10450000000000000000
"8000500359884";CIOCC.BIANCO NOCC.90g ROCHER;1.99;0.09950000000000000000
"8000500370407";CIOCC.KINDER LOVE MINI107g NA;4.09;0.20450000000000000000
"8000500372210";KINDERINO PELUCHE131g NATALE;8.99;0.44950000000000000000
"8000500372715";MON CHERI ORANGE T15NATALE;5.99;0.29950000000000000000
"8000500373118";ROCHER PRAL.x24DARK300g FERR;10.29;0.51450000000000000000
"8000500376409";BISC.CEREALE'CACAO GR.200FERR;2.49;0.12450000000000000000
"8000500376515";CALZA COLLECTION T15FERRERO;8.99;0.44950000000000000000
"8000500382769";NUTELLA BISCUITS T3X5207g FER;2.79;0.13950000000000000000
"8000500386217";KINDER PLUMCAKE CACAO T6G198;1.99;0.09950000000000000000
"8000500390269";KINDER KORNETTI CIOCC.X6300g;2.99;0.14950000000000000000
"8000500390597";KINDER CIOCC.CAL.AVV T27PREST;10.49;0.52450000000000000000
"8000500392454";KINDER CIOCC.CAL.AVV GR.141;5.59;0.27950000000000000000
"8000500397381";HAPPY SNACK176g DISNEY EPIFAN;8.99;0.44950000000000000000
"8000500398418";NUTELLA Gr750FERRERO;5.99;0.29950000000000000000
"8000500398449";NUTELLA Kg1FERRERO;6.99;0.34950000000000000000
"8000500398487";HAPPY SNACK214g DISNEY FERRER;9.99;0.49950000000000000000
"8000500398548";HAPPY SNACK165g BAMBOLA BEFAN;9.99;0.49950000000000000000
"8000500398678";CALZA BEFANA HAPPY SNACK96g;6.99;0.34950000000000000000
"8000500398739";HAPPY SNACK110g LIGHTYEAR;7.99;0.39950000000000000000
"8000510551889";BISC.MIELE GR.300DOLCE MATTIN;1.29;0.06450000000000000000
"8000510552787";BISC.CACAO/NOCC.GR.300LAZZARO;1.29;0.06450000000000000000
"8000510552794";BISC.C/GRAN.ZUCCH.G.300SPIGHE;1.19;0.05950000000000000000
"8000520301245";BISC.KRUMIRI Gr.290BISTEFANI;2.69;0.13450000000000000000
"8000520301252";BISC.KRUMIRI GOCCE/CIOCC.Gr290;2.59;0.12950000000000000000
"8000520310124";CROISS.CLAS.X6GR.300BISTEFAN;2.99;0.14950000000000000000
"8000523001173";POM.SECCHI FILETTI Gr290CITRE;2.99;0.14950000000000000000
"8000523001982";CETRIOLINI MINI AGR.Gr290CITR;1.89;0.09450000000000000000
"8000523003122";CAROTINE MINI CROCC.AGR.g200C;1.99;0.09950000000000000000
"8000523003573";BOMBA CALABRESE Gr200CITRES;2.19;0.10950000000000000000
"8000523003580";CREMA OLIVE/POM.SECCHI Gr200C;2.19;0.10950000000000000000
"8000523003597";CREMA CARCIOFI Gr200CITRES;2.49;0.12450000000000000000
"8000523004136";CREMA DI RADICCHIO Gr200CITRE;2.19;0.10950000000000000000
"8000523004211";CAVOLFIORI IN AGROD.Gr540CITR;1.99;0.09950000000000000000
"8000523004280";CREMA OLIVE NERE Gr200CITRES;2.49;0.12450000000000000000
"8000523004518";CREMA DI CILIEGINO Gr200CITRE;2.59;0.12950000000000000000
"8000536012654";PIATTI PIANIx50PZ PP RIPIRATT;5.19;0.25950000000000000000
"8000536012661";PIATTI FONDIx50PZ PP RIPIATTI;5.19;0.25950000000000000000
"8000536023254";BICCH.CARTA cc200x50PASSO&BEV;2.09;0.10450000000000000000
"8000536023285";BICCH.CARTA cc280x25PASSO&BEV;1.99;0.09950000000000000000
"8000536030474";CUCCHIAI ISAP x25;0.95;0.04750000000000000000
"8000550032621";NESQUIK Gr250.;2.89;0.14450000000000000000
"8000550503473";ORZORO SOL.Gr120;2.19;0.10950000000000000000
"8000560020021";BAYGON S/F ml400SPRAY       .;5.89;0.29450000000000000000
"8000565103019";FUNGHI CHAMP.TRIF.Gr180I GUST;1.49;0.07450000000000000000
"8000570005209";SPUMANTE MARTINI CL75M.ISTANT;4.79;0.23950000000000000000
"8000580018220";FINISH SALE Kg1.;1.79;0.08950000000000000000
"8000580204869";FINISH DRY BRILLANT.Ml250.;4.29;0.21450000000000000000
"8000580810459";SIDOL ML.250;3.10;0.15500000000000000000
"8000590211062";BISC.NOVELLINO GR.350CAMPIELL;1.89;0.09450000000000000000
"8000605020269";BISC.ATENE Gr500DORIA       .;2.09;0.10450000000000000000
"8000605040281";BISC.BUCANEVE TUBO Gr200DORI.;1.29;0.06450000000000000000
"8000605041691";BISC.BUCANEVE Gr.400DORIA;1.99;0.09950000000000000000
"8000605122338";PANGRANDE BIANCO S/G.300g DORI;3.19;0.15950000000000000000
"8000605150324";BISC.BUCANEVE MAXIGOCCE GR.300;1.99;0.09950000000000000000
"8000605151710";BISC.BUCANEVE6CER.GR.300DOR;1.99;0.09950000000000000000
"8000605151772";BISC.BUCAN.CIOCCO INT.300g DOR;1.99;0.09950000000000000000
"8000605160903";SFOGLIE PEPE ROSA/QUINOA130g;1.79;0.08950000000000000000
"8000605160972";SNACK PISELLI-RISO60g SEMPLIC;1.69;0.08450000000000000000
"8000605200784";CRACK.SEMPL.SPINACI SEMI280g;2.19;0.10950000000000000000
"8000605220003";CRACK.SEM.G.SAR.CHI.Gr245DORI;1.95;0.09750000000000000000
"8000605220027";CRACK.SEM.R.NER.LIN.Gr245DORI;1.95;0.09750000000000000000
"8000605250413";BISC.SEMPL.RISO/MIELE400g DOR;1.99;0.09950000000000000000
"8000605250420";BISC.SEMPL.INTEG/MALTO OR.400g;1.99;0.09950000000000000000
"8000605261068";BISC.SEMPL.G.SAR/FR.R Gr280DO;2.19;0.10950000000000000000
"8000605261273";CRACKERINE SEMPL.90g DORIA;1.69;0.08450000000000000000
"8000605820388";CRACK.SALATO700g DORIANO;2.59;0.12950000000000000000
"8000605820395";CRACK.N/SALE700g DORIANO;2.59;0.12950000000000000000
"8000605830745";CRACK.INTEGR.700g DORIANO;2.59;0.12950000000000000000
"8000614004465";TONNO O.S.GIRAS.Gr160MAREVIVO;1.75;0.08750000000000000000
"8000614004472";TONNO NAT.Gr160MAREVIVO;1.59;0.07950000000000000000
"8000614004496";TONNO O.S.GIRAS.Gr80x3MAREV.;2.29;0.11450000000000000000
"8000630040508";SHAMP.NEW DIM.CAP.SEC ml250;1.15;0.05750000000000000000
"8000630041062";SHAMP.NEW DIMENS.GRASSI ml250.;1.15;0.05750000000000000000
"8000630041147";SHAMP.AD.NEW DIME.NORM.ml250.;1.15;0.05750000000000000000
"8000630042564";SPAZZOL.MENTADENT TECNIC FORT.;1.65;0.08250000000000000000
"8000630046203";COLLUT.ml500MENTADENT;3.99;0.19950000000000000000
"8000630057162";SPAZZOL.MENTADENT KIDS -6ANNI;3.39;0.16950000000000000000
"8000630061367";DENT.MENTADENT KIDS ml50.;2.29;0.11450000000000000000
"8000630061671";DENT.MENTADENT MICROGR.ml75;2.19;0.10950000000000000000
"8000630719497";CIF SGRASS.REFIL GREEN ML.650;1.95;0.09750000000000000000
"8000630719510";CIF SGRAS.SPR.GREEN BIC.ML650;2.59;0.12950000000000000000
"8000630727935";LYSOFORM PAVIM.CASA LT1,25;2.99;0.14950000000000000000
"8000630727942";LYSOFORM PAV.FRESC.ALP.LT1,25;2.99;0.14950000000000000000
"8000630739334";LYSOFORM ON THE GO IG.SPR.Ml75;3.59;0.17950000000000000000
"8000632230013";CAFFE'MORETTINO Q/ESPR.Gr250;3.79;0.18950000000000000000
"8000632230112";CAFFE'MORETTINO Q/BAR Gr250;3.59;0.17950000000000000000
"8000632230129";CAFFE'MORETTINO ESP.GRANI G500;7.29;0.36450000000000000000
"8000632230143";CAFFE'MORET.ESPR.MED.CIAL.x18;3.89;0.19450000000000000000
"8000632230310";CAFFE'MORETTINO PRESTIG.Gr250;3.89;0.19450000000000000000
"8000632230327";CAFFE'MORETTINO Q/ARAB.Gr250;4.69;0.23450000000000000000
"8000632230402";CAFFE'MORETTINO G.FORTE g250x4;8.99;0.44950000000000000000
"8000632230617";CAFFE'MORET.INTEN.BIO100% ARAB;6.29;0.31450000000000000000
"8000632230846";CAFFE'MORET.CIALDE X50I PAES;7.99;0.39950000000000000000
"8000632230884";CAFFE'ESPR.CAPS.x30A.T.S. MIO;5.89;0.29450000000000000000
"8000632230891";CAFFE'ESPR.CAPS.x30A.T.S.NESP;5.89;0.29450000000000000000
"8000632230907";CAFFE'ESPR.CAPS.x24A.T.S.D.G.;5.89;0.29450000000000000000
"8000632230914";CAFFE'ESPR.CIAL.x30A.T.S.;3.99;0.19950000000000000000
"8000632231003";CAFFE'MORET.CAPSX30MODO MIO;7.99;0.39950000000000000000
"8000632231010";CAFFE'MORET.CAPSX30NESPRESSO;7.99;0.39950000000000000000
"8000632231126";CAFFE'MORET.CAPSX24DG;7.99;0.39950000000000000000
"8000632231171";CAFFE'MORETTINO PREST.250x4;9.19;0.45950000000000000000
"8000632231461";CAFFE'MORETTINO ESPR.CIALEX30;5.99;0.29950000000000000000
"8000632231478";CAFFE'MORETT.BAR CIALDEX30;5.79;0.28950000000000000000
"8000632231508";CAFFE'MORET.CAPSX20NESPRESSO;5.69;0.28450000000000000000
"8000632231584";CAFFE'MOKA CREMA250g A.T.S.;1.89;0.09450000000000000000
"8000632232017";CAFFE'MORETTINO ESPR.Gr250x2;7.29;0.36450000000000000000
"8000632232031";CAFFE'G/FORTE GR.250X2A.T.S.;3.69;0.18450000000000000000
"8000632232116";CAFFE'MORETTINO BAR Gr250x2;6.39;0.31950000000000000000
"8000632234011";CAFFE'MORETTINO ESPR.Gr250x4;10.99;0.54950000000000000000
"8000632234110";CAFFE'MORETTINO Q/BAR250x4;9.19;0.45950000000000000000
"8000660300146";COCCOLINO LT3ARIA PR.40LAV;3.99;0.19950000000000000000
"8000660300160";COCCOLINO LT3SENS.SETA40LA;3.99;0.19950000000000000000
"8000660310282";COCCOLINO x3PROF.BIANCHERIA .;3.99;0.19950000000000000000
"8000670000036";BIO PRESTO Gr600POLV.       .;2.79;0.13950000000000000000
"8000670010011";BIO PRESTO LIQUIDO ml750;2.79;0.13950000000000000000
"8000680400017";CIF GEL C/CANDEGG.ml750.;1.99;0.09950000000000000000
"8000680500076";LYSOFORM BAGNO GEL ml750.;1.99;0.09950000000000000000
"8000680520173";LYSOFORM ml750WC ANTICAL.GEL;1.79;0.08950000000000000000
"8000700000012";SAPONETTE Gr90x2DOVE ORIGIN.;2.29;0.11450000000000000000
"8000735002579";CARAM.FRUITTELLA ORS.Gr175x24.;1.55;0.07750000000000000000
"8000735002609";CARAM.FRUIT.CIUC.FRIZ Gr175pa.;1.55;0.07750000000000000000
"8000735005013";CARAM.FRUIT.FRIZZ Gr90BUSTA;1.19;0.05950000000000000000
"8000735005037";CARAM.FRUIT.ORSETTI Gr90BUSTA;1.19;0.05950000000000000000
"8000735005532";CARAM.ROTELLE LIQ.Gr300J.ROLL;1.29;0.06450000000000000000
"8000735005549";CARAM.CIUCCI FRIZZ.Gr300HAPPY;1.29;0.06450000000000000000
"8000735005563";CARAM.LIQUIR.RIP.Gr300BLACKFU;1.29;0.06450000000000000000
"8000735005587";CARAM.BOTT.COLA Gr300GLU GLU;1.29;0.06450000000000000000
"8000735006188";CARAM.FRUITT.BTA GELEE Gr180.;2.19;0.10950000000000000000
"8000787004002";TRAM.PROSCIUT.COTTO VLM.Gr140;1.99;0.09950000000000000000
"8000787007423";TRAM.MORTADELLA Gr140BERETTA;2.19;0.10950000000000000000
"8000787008048";TRAM.SALMONE/PHILAD.Gr130BERE;2.49;0.12450000000000000000
"8000787008062";TRAM.TONNO/PHILAD.Gr130BERETT;2.49;0.12450000000000000000
"8000787008086";TRAM.TACCH./PHILAD.Gr130BERET;2.49;0.12450000000000000000
"8000787008116";TRAM.PROS.COT./PHIL.Gr130BERE;2.49;0.12450000000000000000
"8000810101661";PASSATA ML700SANTA ROSA     .;1.09;0.05450000000000000000
"8000810101692";PASSATA POLPOSA ML700SANTA RO;1.29;0.06450000000000000000
"8000810101722";POLPA PEZZETT.S.ROSA Gr400x3;2.29;0.11450000000000000000
"8000810101883";CONF.ALBICOCCA Gr350S.ROSA  .;2.59;0.12950000000000000000
"8000810101906";MARM.ARANCIA Gr350S.ROSA;2.59;0.12950000000000000000
"8000810101913";CONF.CILIEGIA Gr350S.ROSApad.;2.59;0.12950000000000000000
"8000810101920";CONF.FRAGOLA Gr350S.ROSA;2.59;0.12950000000000000000
"8000810101937";CONF.PESCA Gr350S.ROSA      .;2.59;0.12950000000000000000
"8000810210776";SALSA ROSA TOP DOWN Ml250CALV;2.59;0.12950000000000000000
"8000810750012";SENAPE TOP DOWN ml250CALVE' .;2.19;0.10950000000000000000
"8000815565253";ACQUA NAT.cl75BABY PANNA;0.75;0.03750000000000000000
"8000828000314";FIL.DI ACCIUGHE GR.700FLOTT*;13.99;0.69950000000000000000
"8000828001120";VONGOLE NAT.Gr130FLOTT      .;2.09;0.10450000000000000000
"8000830001057";DADI x10Gr100KNORR         .;1.29;0.06450000000000000000
"8000830001095";DADI x10DELICATO Gr110KNORR;1.19;0.05950000000000000000
"8000830001156";DADI x10VEG.Gr110KNORR     .;1.29;0.06450000000000000000
"8000840010384";ZUPPA DI VERDURA Gr86KNORR  .;2.19;0.10950000000000000000
"8000840010483";CREMA FUNGHI Gr76KNORR;2.19;0.10950000000000000000
"8000840010506";CREMA ASPARAGI Gr91KNORR   .;2.19;0.10950000000000000000
"8000840020154";RISOTTO ZUCCA Gr175KNORR    .;1.89;0.09450000000000000000
"8000845005149";APERIT.Cl10x10CRODINO       .;6.79;0.33950000000000000000
"8000845065440";LEMONSODA ZERO cl33LATT.;0.65;0.03250000000000000000
"8000845065457";MOJITO SODA cl33LATT.;0.75;0.03750000000000000000
"8000845065549";APERIT.Cl17,5x3TWIST AGRU.CR.;3.79;0.18950000000000000000
"8000845065563";APERIT.Cl17,5x3TWIST F.RO.CR.;3.79;0.18950000000000000000
"8000845065815";APERIT.Cl10x10CRODINO ARANC.R;6.79;0.33950000000000000000
"8000845245453";LEMONSODA cl33LATT.;0.75;0.03750000000000000000
"8000846003106";FARINA MAIS IST.500g MOLINO RI;0.79;0.03950000000000000000
"8000850400014";OLIO SEMI Lt1FRIOL          .;3.99;0.19950000000000000000
"8000852000106";VINO B.DAMARINO Cl75D.FUGATA;9.49;0.47450000000000000000
"8000852000113";VINO B.ANTHILIA DONNAFUG.CL75;9.49;0.47450000000000000000
"8000852000120";VINO R.SEDARA Cl75D.FUGATA  .;9.49;0.47450000000000000000
"8000852000311";VINO R.MILLE E UNA NOTTE CL.75;57.50;2.8750000000000000
"8000852000335";VINO R.ANGHELI CL.75DONNAFUGA;17.69;0.88450000000000000000
"8000852006399";VINO R.SHERAZADE CL.75DONNAFU;11.69;0.58450000000000000000
"8000852100325";PASSITO DOC BEN RYÈ ML.375;33.89;1.6945000000000000
"8000861750344";VINO R.LAGREIN CL.75KURTASCH;14.50;0.72500000000000000000
"8000877847960";"GUANTI MONOUSO USO INT.""L""x100";3.99;0.19950000000000000000
"8000877847977";GUANTI MON.ANALLERGx100M O&N;3.49;0.17450000000000000000
"8000877847984";GUANTI MON.ANALLERGx100XL O&N;3.49;0.17450000000000000000
"8000877851349";GUANTI MON.ANALLERGx100L O&N;3.49;0.17450000000000000000
"8000877851851";GUANTI MON.ANALLERGx100S O&N;3.49;0.17450000000000000000
"8000900104145";SPEEDY PIZZA x4Gr300CAMEO;3.99;0.19950000000000000000
"8000900108501";PISELLI PRIMAVERA Gr300FINDU;3.39;0.16950000000000000000
"8000900108754";PISELLI PRIMAVERA Gr450FINDU.;4.29;0.21450000000000000000
"8000900109256";PISELLI NOVELLI Gr450FINDUS .;3.59;0.17950000000000000000
"8000900134258";FUNGHI CHAMP.Gr450FINDUS;5.19;0.25950000000000000000
"8000903770613";PROFUMO CONC.BUCATO&PAV.Ml300;3.59;0.17950000000000000000
"8000913039779";SALV.x10MULT.DISINF.PMC M.CLE;1.35;0.06750000000000000000
"8000913043721";SALV.x72MULT.ALOE VERA HIDRA;1.45;0.07250000000000000000
